file_name,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,New_ID,Sex,Age,Ethnicity,Age_Range,mood,cluster
4066,0.512796819,0.036867034,3592.546345,4688.502123,8118.626645,0.035681244,-338.7859497,126.7908249,5.972018242,25.54889107,19.30700302,20.7465744,-15.99450397,17.8341198,3.521168709,1.182160139,-10.59456348,12.22875214,-7.611716747,6.526609898,0.801911533,-5.848888874,-1.078108788,9.056416512,-10.61273956,6.220086098,4066,'Male',36,'Igbo',36-40,Mixed/Complex,-1
4070,0.526046693,0.02480367,1759.934203,2717.787836,3581.170551,0.020336086,-422.903656,164.4853363,-11.2507391,19.0992012,23.68528748,11.17724895,-1.646325469,9.446839333,-6.033147812,3.369784594,4.830187798,-13.07949066,11.7022171,5.702612877,-12.40306091,5.535992146,4.011368752,-8.908203125,6.21991539,4.550385475,4070,'Male',26,'Igbo',26-30,Calm/Relaxation,-1
4074,0.576480329,0.039699811,4210.222746,4697.372382,8625.718942,0.053531202,-333.7285156,115.4371796,10.15485001,34.79072952,7.016291618,26.20722389,-10.78555298,15.73939896,-1.861423969,7.801735401,-9.088829041,9.596179008,-2.398984909,4.665525913,-6.511444569,12.74526119,-1.531532407,-2.100985527,1.831816316,5.615132332,4074,'Male',17,'Igbo',16-20,Mixed/Complex,-1
4086,0.576812506,0.039253209,3899.870636,5022.664637,8914.348822,0.034706315,-336.1648865,103.0181503,15.49399757,53.69546509,30.08510399,21.56596565,-11.51668739,17.53916168,4.015478134,6.764115334,-12.78411102,13.79766273,-5.193496227,0.520970047,-2.295516968,7.41238308,-7.941259861,1.798016429,-1.872879148,7.420940399,4086,'Male',22,'Igbo',21-25,Mixed/Complex,-1
4089,0.465410709,0.029705681,2840.179858,4096.629766,6142.288306,0.028685736,-367.8677979,143.9907379,-5.026369572,15.79406166,15.81233501,14.13897896,-17.26356125,12.45396328,0.709193945,6.017895699,-6.725277901,3.199235439,1.772882223,1.819765687,-2.186889648,3.825096846,2.246109009,-5.372484684,0.428396642,12.08754539,4089,'Male',31,'Igbo',31-35,Neutral,-1
4092,0.483646512,0.027269982,1665.46182,2825.02116,3110.430743,0.016862566,-438.9031982,137.6694794,11.06430912,6.380422592,11.49568272,3.466565609,-11.87065411,10.29945374,5.324512482,-10.57214355,2.633444548,1.739543557,-0.475282133,5.027238846,-1.038807631,-2.11958909,-0.578303576,1.832931161,3.722024202,-3.484239101,4092,'Female',18,'Igbo',16-20,Calm/Relaxation,-1
4104,0.586969972,0.033106528,3408.792795,4527.550536,7438.645288,0.029332665,-412.1115112,118.7999649,30.55864906,39.9082489,5.898369789,18.51957512,1.714414477,12.75754833,0.601586342,10.08698559,-4.319598198,2.177341938,8.704131126,3.613580942,-5.76009655,8.050593376,-2.004993916,-2.621355772,5.705430984,-0.795872688,4104,'Male',17,'Igbo',16-20,Mixed/Complex,-1
4109,0.476388395,0.036011681,4346.523605,4712.629093,8720.996094,0.05065918,-387.1861267,92.30067444,8.014810562,37.78398514,13.16886425,13.88609505,-22.50722504,18.26444435,-0.148485184,2.579941988,-0.407157749,10.18104839,-0.524666488,3.27726841,-3.088115454,8.875348091,-2.328406572,0.012238471,-0.945872009,-0.672579348,4109,'Female',26,'Igbo',26-30,Neutral,-1
4125,0.63052541,0.034727138,3567.177186,4684.977172,7988.013699,0.029731646,-412.120575,112.2253342,28.99668694,43.03374863,13.25112724,22.19519234,-3.137836933,14.94375992,-3.805816174,2.282807589,-1.099587917,8.772011757,2.531043291,1.676371217,0.520058215,7.460170746,-5.152100086,5.102216244,4.659405231,1.962575316,4125,'Male',18,'Igbo',16-20,Mixed/Complex,-1
4130,0.473285437,0.045221098,4076.114726,4821.601131,8897.38708,0.05166549,-356.0466003,113.1591568,10.34323215,34.14244843,10.60380077,12.76712704,-9.535607338,20.77430725,-8.618833542,-3.515864611,12.78492832,1.824483275,-9.895586014,16.57271957,-5.181777,0.206055209,4.311916828,-2.380636215,-1.13504076,2.730600834,4130,'Female',24,'Igbo',21-25,Neutral,-1
4130,0.453838617,0.036467794,4001.93833,4957.743123,8666.015625,0.047034222,-358.3288269,117.3082123,12.15911293,27.86333084,6.371722221,5.679072857,-15.31435966,24.72096252,-7.585000038,-4.151199341,10.31564522,5.421917915,-12.0378294,22.24954796,-3.995038509,-1.154492617,0.63401252,1.432210565,-0.568338752,0.417701662,4130,'Female',24,'Igbo',21-25,Neutral,-1
4132,0.410369396,0.042556092,4237.671424,4547.014441,8392.683699,0.064073717,-326.9723816,110.2330627,-14.07553482,28.88194847,13.304533,11.23647976,-18.32702255,18.13208389,-3.259896278,-4.163445473,2.853662252,16.96323967,-18.99158287,11.68684959,2.345166206,-7.368701935,2.784072399,5.316351891,-6.608942986,3.54847765,4132,'Female',24,'Igbo',21-25,Mixed/Complex,-1
4132,0.43449071,0.032911342,4446.050192,4939.98397,9353.790031,0.052958339,-380.3728027,100.9777908,-0.534318924,31.28907013,18.71125031,9.352194786,-18.86766815,19.93103981,-2.229518175,-7.433732986,5.788136005,13.39498901,-20.08734131,10.81908798,2.690569162,-6.990937233,5.53837204,6.619541645,-1.050173283,6.121747494,4132,'Female',24,'Igbo',21-25,Neutral,-1
4153,0.479085356,0.040985357,4000.050689,4863.426987,8278.029983,0.058639939,-347.7734985,111.7260361,33.19821548,34.33331299,2.323034286,27.96461868,-4.559329033,14.65619087,-12.02330685,4.500112057,-2.184921265,3.96818471,-5.77880764,10.88327885,-9.037564278,1.426170945,-4.727315426,3.080495119,1.567083955,1.372071505,4153,'Male',25,'Igbo',21-25,Neutral,-1
4169,0.473047435,0.03947347,3857.36183,4861.723267,8410.878057,0.04083252,-336.3604431,108.1562958,17.28398323,37.28300095,15.1716032,21.03243828,-10.54389858,11.12531757,4.073050022,8.827605247,-9.989422798,9.419183731,2.619148016,1.693497419,-9.087340355,2.607381344,-5.438519001,-0.842102826,-0.309452325,-2.283667803,4169,'Male',22,'Kaire-Kaire',21-25,Mixed/Complex,-1
4177,0.52973336,0.021015014,2236.292929,3496.891914,4397.294207,0.024044874,-433.7328186,155.4178162,15.14872265,28.21564674,6.853007317,23.01340103,-4.208373547,10.82223988,-11.49396515,6.769814968,7.409202099,-1.297754884,-0.697943747,6.274929523,-0.555539787,0.291425228,0.38056919,-0.568004191,5.225090504,-0.130417377,4177,'Male',28,'Igbo',26-30,Calm/Relaxation,-1
4177,0.512625337,0.019626189,1886.908351,3430.870851,3668.758096,0.013633926,-450.8219299,161.6764832,24.08885193,33.69081116,5.184906006,9.762498856,-9.713852882,21.14948654,-8.041739464,-0.375710905,6.454422951,4.32722044,-4.573469639,8.213254929,-0.517354846,-0.70227921,-4.795119286,2.211891174,1.666596889,-2.634259701,4177,'Male',28,'Igbo',26-30,Calm/Relaxation,-1
4178,0.490207344,0.038875703,4360.106535,4984.873124,9300.621811,0.042266223,-355.9706421,107.5115356,15.8790226,27.86725998,3.266571999,22.14787865,-13.8290472,13.13721752,1.207941413,7.903450489,-9.717110634,13.17487621,5.53061533,3.007275343,-5.592492104,12.06050968,-5.936652184,-0.938250065,3.399834394,-5.116493702,4178,'Male',29,'Igbo',26-30,Neutral,-1
4182,0.628790975,0.047823239,6135.156054,5371.259674,11934.60412,0.045013366,-323.1047058,74.87485504,6.398085594,25.43948364,0.243296579,20.19502258,-3.661251307,18.66574097,-4.29478693,10.89050961,2.070079088,10.05507469,-6.52532959,5.54127121,-4.652638912,1.036981702,-0.274522126,1.390091419,-2.352607727,1.652023792,4182,'Male',28,'Igbo',26-30,Joy/Excitement,-1
4188,0.53241092,0.03615265,4235.917263,5007.167944,9071.331522,0.059108568,-335.6476135,111.8370209,21.66294479,38.88965988,8.664883614,18.88225555,-10.83648205,20.28332329,0.53429985,-2.491225958,-8.096384048,15.39075756,-21.4625206,1.272413373,7.351940632,-0.70024389,-11.76351547,11.2996769,-6.549209118,5.906784534,4188,'Male',18,'Igbo',16-20,Mixed/Complex,-1
4213,0.504834354,0.04257657,3207.257485,4601.244199,7145.586993,0.023661845,-374.5176086,129.6182098,38.56981277,31.48639488,10.2973175,14.49831772,-12.568223,13.40339088,2.320911884,8.459513664,-9.319068909,2.566473246,3.158122778,6.052285671,-8.625473976,2.085923672,-2.355953693,-2.432799816,2.083286762,-1.581714034,4213,'Male',24,'Igbo',21-25,Neutral,-1
4215,0.360700279,0.027250232,2437.578882,3705.162719,4992.402709,0.035695641,-397.2836914,134.5371552,-0.561104953,4.272672653,4.428467274,5.536881924,-11.92325306,-0.349526823,-17.46556282,-9.463471413,-7.637075424,-0.359626323,-5.703482628,-1.766034961,-6.748807907,-5.720304012,-3.899682283,-3.351232767,-11.05491543,-1.958418965,4215,'Female',20,'Igbo',16-20,Calm/Relaxation,-1
4224,0.553579152,0.013929358,2570.203561,3589.287744,5037.276786,0.033413938,-479.7165527,130.4781799,-11.13467598,33.16027451,9.387004852,20.94514847,-9.48194313,1.289818406,3.904634714,-1.028399825,4.016715527,-0.366140753,4.65784359,4.526412964,-2.34740448,3.902858734,2.576054811,-1.707856655,3.030166388,1.987672448,4224,'Male',27,'Igbo',26-30,Calm/Relaxation,-1
4224,0.52555865,0.012710303,2034.436159,3595.797472,3975.111607,0.014506603,-513.1220703,134.2120209,6.164680958,17.40312004,13.1426878,15.79325008,-6.961180687,6.914494038,9.809986115,-5.90089798,0.454636335,-0.447965413,5.841061115,3.460944414,2.287292242,4.552361012,-3.385345221,-0.269283563,5.247456074,1.619534969,4224,'Male',27,'Igbo',26-30,Calm/Relaxation,-1
4226,0.545564353,0.035309002,3009.854569,4312.235194,6360.026042,0.026212565,-378.1005249,132.7473907,26.84562683,39.21795273,8.055433273,27.39875221,-8.257142067,11.47880745,-1.896773219,10.96325016,-10.15607548,1.070877433,0.038568135,7.241541862,-13.83601475,2.211713076,-2.756969452,-0.830184102,2.031608343,0.391085505,4226,'Male',24,'Igbo',21-25,Neutral,-1
4245,0.478705704,0.030651843,3749.773785,4752.449481,8467.33631,0.039544581,-374.7565918,109.3235245,0.08654049,20.22259331,5.112767696,11.3689661,-1.362932324,15.59566784,-6.361590862,9.118544579,-1.462271929,0.689756215,-3.232680321,2.822202682,-3.339717388,3.782791615,3.530566692,-3.063125849,-0.589608908,0.521193147,4245,'Female',56,'Igbo',56-60,Neutral,-1
4245,0.430695355,0.028004808,3872.942159,4888.946865,8829.899584,0.036631914,-394.5078735,107.3087311,2.661130667,15.94187927,5.88966608,7.218161106,-1.947464228,17.65576363,-6.470457077,6.611156464,-1.825755,0.564125776,0.322341442,3.990259647,-6.378908157,0.90862596,6.078744411,-3.214133024,-1.898927808,-0.244407341,4245,'Female',56,'Igbo',56-60,Neutral,-1
4248,0.443174213,0.0345692,3756.945578,4654.251845,7710.9375,0.046934718,-348.6679993,116.1612244,14.63594341,37.18816757,9.010007858,27.94306374,-4.376558304,10.74312687,-11.00419521,12.40813637,-12.20768261,-5.891366005,-1.717834473,9.444174767,-13.77824974,5.524981499,2.330038309,-1.776934385,-4.427543163,7.634772778,4248,'Male',20,'Igbo',16-20,Neutral,-1
4254,0.56296277,0.054624252,4756.399197,5270.614117,10257.70089,0.039818173,-315.9241943,88.17097473,25.09194946,49.63420105,13.57832146,28.33432198,-7.221104622,13.38962746,-0.478707314,17.17437935,-10.29054737,-0.181155398,-1.391696453,9.887462616,-11.60178757,5.743763447,0.988487005,0.796525955,-3.19347477,3.679202795,4254,'Male',18,'Igbo',16-20,Joy/Excitement,-1
4258,0.380603701,0.018427167,2333.803411,3590.57729,4961.71875,0.023471467,-429.9811707,147.0650024,-8.579441071,27.89469337,5.755464077,2.661561966,-11.3281126,9.005786896,-8.831573486,-1.337285995,1.122692347,-4.514335632,-7.239368439,6.632351398,-5.519905567,-8.200656891,1.117167354,5.311734676,3.949166536,-2.532598495,4258,'Female',26,'Igbo',26-30,Calm/Relaxation,-1
4278,0.39208585,0.0320655,3420.874865,4872.967792,8078.881048,0.022424185,-405.2809143,107.0304489,25.03929901,37.50892639,6.390883446,8.963263512,-16.53238678,23.04729271,-1.550349951,-5.634532452,-1.122329473,9.629359245,-16.79242706,8.492277145,-6.382274151,-5.899421215,-2.176762104,1.869983315,-10.16048908,5.034898758,4278,'Female',19,'Efik',16-20,Mixed/Complex,-1
4282,0.490565151,0.042493474,3617.971404,4932.284912,8378.355705,0.024514013,-386.0307312,102.768425,26.74214745,38.41743851,15.46061993,13.05761814,-6.228115559,20.61135864,3.898648977,-2.028842688,-4.351321697,13.01346016,-7.738282681,-2.85828042,8.158548355,1.507745981,-7.376338482,9.395114899,-1.2016294,1.862743616,4282,'Female',18,'Igbo',16-20,Neutral,-1
4289,0.494942963,0.016952032,1121.373499,1474.007411,2240.05102,0.02616191,-427.550415,232.2848663,-23.1269455,3.057676554,32.24425507,-11.46635818,-3.805029154,4.291165829,-1.33192122,8.500341415,-7.728378296,-3.337932587,2.55661869,-8.419953346,-2.426524639,8.942869186,1.627290606,-3.485115051,0.821032107,-6.072555542,4289,'Female',43,'Igbo',41-45,Calm/Relaxation,-1
4289,0.390759885,0.019051682,1448.422911,2608.581111,2444.180254,0.022251,-440.6743774,199.3347626,-2.168076754,7.718260765,7.032002449,-1.080979705,-3.530321598,-0.314244539,6.510250568,4.510165215,-8.035407066,-6.847501755,-3.594192982,-7.260055065,-2.027114153,4.065755844,1.808651805,-0.587611496,-1.324599266,-5.098258495,4289,'Female',43,'Igbo',41-45,Calm/Relaxation,-1
4300,0.451334357,0.051830046,5020.89325,5558.434849,11625.44856,0.037480843,-270.07547,96.12774658,23.90674019,44.53801727,-1.363775849,6.246173859,-21.38600922,16.65079308,-4.407700062,3.773462534,-10.5381794,17.56495285,-10.06042862,-3.712397099,-5.390505314,4.48049736,-6.737959862,9.310903549,-6.643989086,0.039657336,4300,'Male',24,'Igbo',21-25,Joy/Excitement,-1
4311,0.464026868,0.046600986,3941.114974,4841.945551,8660.20976,0.03955524,-319.5484314,111.049614,10.94429207,35.1182251,2.234384298,23.74227715,-20.01390648,11.90200233,-4.874211788,5.766386032,-5.55663538,8.715234756,-5.470812798,-1.07693243,-5.97374773,6.165045261,-1.198544383,1.539281249,-4.267333984,-0.221746221,4311,'Female',24,'Igbo',21-25,Mixed/Complex,-1
4319,0.530978918,0.045607198,3436.44973,4238.917867,6644.014246,0.050038057,-331.9232483,125.2862473,7.824100494,34.67881775,19.1394577,27.15475082,-8.256703377,16.92362213,-3.103270054,5.246577263,-6.020257473,14.43582344,-3.046986818,-1.789247394,-3.736656666,5.669771671,-13.47177124,-0.071200311,2.716380835,-1.591010571,4319,'Male',29,'Igbo',26-30,Mixed/Complex,-1
4324,0.526768386,0.03829965,4100.436302,4866.386454,8787.65625,0.041650391,-371.0528259,110.5052567,25.86706543,36.64474106,1.759577632,12.54604721,-1.357480168,17.51999664,-8.182463646,2.633116245,-6.432584286,8.626351357,3.02098155,0.261363804,-3.204622746,13.34954834,-6.7264781,-6.212405205,5.105338573,3.138733625,4324,'Male',45,'Igbo',41-45,Neutral,-1
4338,0.390646756,0.02371332,2493.676579,3390.497312,4755.610432,0.051227221,-390.7549133,137.255722,7.199347973,15.96270084,6.914441109,20.38526344,-12.10923481,-3.258631229,-14.90285492,-4.882614136,-6.218477726,-5.802223682,-5.638464928,6.834736347,-1.290822268,-2.211466312,-5.388306618,-0.955885947,-0.730459869,1.824657321,4338,'Male',17,'Igbo',16-20,Calm/Relaxation,-1
4340,0.573062778,0.028386505,1683.957784,2818.543932,3265.540541,0.017839421,-423.5016174,130.867691,25.6003437,25.3368988,13.73141193,10.75746441,6.567728043,6.063501835,6.575231075,8.20545578,6.422888279,2.143024921,2.075656414,-3.506857395,-0.337411463,2.653632164,-7.218419552,-5.263832569,3.601606131,-3.658305407,4340,'Male',22,'Igbo',21-25,Calm/Relaxation,-1
4340,0.51332283,0.025031246,1068.193874,2207.088111,1666.799726,0.012720261,-460.2914429,166.1511536,32.9188652,18.57119942,19.44534492,6.834803581,1.812362313,3.889340162,5.832558632,8.515731812,1.443984032,-1.616152167,-0.621728003,-3.22679162,1.105905414,-1.273339748,-11.32468605,-4.704789639,5.928462982,-5.169271469,4340,'Male',22,'Igbo',21-25,Calm/Relaxation,-1
4343,0.671122134,0.029494483,1681.577192,2954.682512,3156.845465,0.010992283,-451.7067566,146.7030945,16.88621712,24.1981144,17.5803318,16.02384758,4.879707336,12.17920017,5.092554092,-0.158045888,5.576730728,0.679543197,2.330629349,-0.230103791,5.516372204,5.131259918,-2.192097902,0.802591264,2.842465401,2.353010893,4343,'Male',19,'Igbo',16-20,Calm/Relaxation,-1
4346,0.361606121,0.022062538,1521.914526,2574.573003,2757.446289,0.015721639,-447.5470276,170.3353119,-6.860682011,22.1525898,1.105453014,0.180855751,-7.794848919,2.754934311,-6.39926672,-4.50164938,4.251848698,-4.824917316,-3.935622454,3.265082121,-4.99685812,-11.07935333,-4.489181519,5.076385021,-4.532225132,-6.991765976,4346,'Female',27,'Igbo',26-30,Calm/Relaxation,-1
4349,0.504266977,0.026168974,2390.922185,3337.861154,4817.415422,0.026056541,-438.0701904,118.7252579,-11.19849586,16.28907967,4.898004532,-0.898016989,-8.994389534,4.488343239,5.517960548,-7.993380547,4.003874779,-0.38279593,-6.935039043,4.730079174,0.603576958,-3.206863165,1.609290719,2.509982824,-1.457387567,-1.413576841,4349,'Female',16,'Igbo',16-20,Calm/Relaxation,-1
4349,0.501380384,0.016562663,1831.919849,3086.127788,3587.111723,0.014702256,-476.7053528,140.3024292,-2.415557146,18.33104515,10.86962795,-0.527950406,-5.054771423,1.754414082,4.939851284,-3.483335972,2.437496185,-3.332585096,-6.401715755,6.086489201,-0.321363628,-7.53537035,1.804331422,4.281485081,-0.884782016,-3.354926586,4349,'Female',16,'Igbo',16-20,Calm/Relaxation,-1
4350,0.573615909,0.043703642,4412.520893,5091.015972,9479.049524,0.042409507,-374.7780151,99.3959198,34.29791641,32.4119873,19.47147751,16.74778748,-6.044764996,14.77096748,12.10320663,6.113626957,-10.53051949,7.825145245,5.695151806,-5.413780212,0.820731461,14.28020287,-6.237406254,-2.991348982,4.467383862,-3.235459805,4350,'Male',17,'Igbo',16-20,Mixed/Complex,-1
4363,0.33542788,0.020679358,2663.61483,2869.265349,4737.35119,0.062606569,-399.0579224,146.0829163,-39.15955353,8.633918762,-4.959101677,1.799393296,-14.72231674,-2.280202389,-9.469527245,-7.117040634,-2.712016106,-6.490698338,3.967896461,-0.798366249,-1.452551007,1.318288803,-3.823087215,-1.527850509,-2.409262419,-6.843646049,4363,'Female',21,'Igbo',21-25,Calm/Relaxation,-1
4363,0.348374039,0.021346163,2127.728254,2855.661462,4088.653564,0.032421112,-408.2112427,151.595459,-27.90243912,13.11620903,-0.921295881,-1.357648373,-6.326977253,-1.551894665,-12.27998543,-8.949720383,-2.291539431,-9.224004745,3.255950928,0.27204895,-1.526213646,1.670883298,-4.646896362,0.595428646,3.161661625,-5.610517025,4363,'Female',21,'Igbo',21-25,Calm/Relaxation,-1
4364,0.394454986,0.017591624,2634.75002,2962.601157,4524.502841,0.05093168,-450.5515442,139.3840942,-29.69095802,24.2434845,-2.320261717,13.47637749,-18.38622093,12.13153744,0.169452861,-7.013420105,13.78356647,0.694956481,-0.651999712,-0.254203826,-5.107989311,-2.38526845,-4.567249775,-0.242649585,-7.719620705,-5.198830128,4364,'Female',18,'Igbo',16-20,Calm/Relaxation,-1
4364,0.424543113,0.018852435,1597.726941,2733.006136,3065.94422,0.016181536,-476.8661499,153.7842407,-9.260641098,19.88723755,12.90429115,8.74028492,-11.23905468,7.774346828,5.277977467,-9.73013401,11.32432938,-2.365815163,-1.330148458,2.061380863,-9.585601807,-5.304020405,-4.117577076,2.681999922,-4.830029964,-9.407146454,4364,'Female',18,'Igbo',16-20,Calm/Relaxation,-1
4365,0.558314979,0.024404164,1694.024785,2885.937215,2648.4375,0.025689512,-453.4607849,132.6290283,46.62238312,31.40657616,15.84631538,15.58464718,4.051069736,8.43170166,4.642277241,-0.986430943,2.951976538,-1.386814356,3.111021042,3.425139427,1.267381668,3.137555599,-0.864688039,-1.071473122,3.525659084,-1.274055719,4365,'Male',19,'Igbo',16-20,Calm/Relaxation,-1
4365,0.474217772,0.020034455,1055.692385,2654.798259,1296.030405,0.007918074,-504.8195496,177.7548981,51.24489594,34.44445038,14.34748173,16.26514626,-5.10804224,9.008737564,9.091777802,-1.337507129,2.794712067,-0.831021845,-1.17377615,-2.466686487,3.479037285,5.769572735,-6.129824162,-5.076610088,4.592887402,-3.602662802,4365,'Male',19,'Igbo',16-20,Calm/Relaxation,-1
4379,0.406982809,0.016677311,2626.218216,3632.07458,5474.111218,0.047326706,-426.8411865,127.9629135,3.527266502,9.755080223,6.450965405,10.42715263,-9.169713974,-3.285846472,-11.64140987,-2.181990147,-8.0400877,-3.474135399,-5.021819115,3.802074671,-2.750833988,-1.19421804,-3.147284508,0.131608576,-2.949476242,0.7158584,4379,'Male',21,'Igbo',21-25,Calm/Relaxation,-1
4380,0.468007833,0.01942331,2229.541778,3242.833947,4322.315705,0.02069144,-452.0020142,122.0510635,-0.350339174,20.95548439,7.699891567,11.64504147,-4.158121109,5.993740082,-1.616036415,-8.288937569,3.841584444,-5.209686756,-2.126470804,4.321660519,2.813147306,0.10281685,2.945384741,3.100056887,-1.568657279,1.254010677,4380,'Female',18,'Igbo',16-20,Calm/Relaxation,-1
4425,0.495788276,0.014171288,1783.873374,2865.941006,3579.788057,0.016161626,-490.1605835,164.3082428,-7.6577034,31.17074776,13.94466686,6.810676098,-1.980698228,10.02645206,-2.990795851,0.489693373,2.495235443,-2.667815208,4.444341183,0.99406749,-1.850904822,0.522359371,-1.559808373,-4.551317692,5.410227776,-2.123762369,4425,'Male',21,'Igbo',21-25,Calm/Relaxation,-1
4425,0.551335812,0.023570893,1310.695426,2592.343061,2444.649175,0.00810424,-488.0139465,152.8361053,21.43621635,16.77621841,16.94365692,0.736285806,0.333708674,9.246221542,5.326510429,4.047571182,0.779538214,-0.68540436,0.876755238,-0.863056898,0.691909671,2.56957674,-2.388956308,-5.391086578,2.795863628,0.824302733,4425,'Male',21,'Igbo',21-25,Calm/Relaxation,-1
4461,0.613286912,0.019055292,2027.217597,3423.975413,3940.089779,0.022196564,-434.3061218,143.2971954,19.09808159,44.19211197,24.61812019,14.92693901,2.626101017,17.88521385,4.216207027,-3.200419664,8.703671455,-6.600893497,5.69644165,9.62362957,-6.255597591,2.157905817,4.125822067,-4.584891796,-0.740606487,3.27017808,4461,'Male',21,'Igbo',21-25,Calm/Relaxation,-1
4461,0.632058382,0.014977215,1592.367816,3334.266229,2999.005682,0.012187796,-487.4745178,162.2621155,16.30556297,41.58983231,28.28844452,12.10797119,1.064812064,18.56289864,4.497280598,-2.911937714,7.221981525,-8.039975166,6.756958008,13.97927475,-5.962921143,0.11511711,1.31340456,-1.783834219,-2.510573864,2.282232523,4461,'Male',21,'Igbo',21-25,Calm/Relaxation,-1
